405.34,35.5,-7.03,286.0,355.0,996.2603259076361,-206.09360723681675,-34.898797700013624,996.2603259076361
404.68,-24.77,-6.72,350.0,354.0,997.5541471013619,-149.18000530806057,-35.778463050169734,997.5541471013619
404.94,-83.61,-6.75,416.0,352.0,978.895438087036,-88.8796252742138,-36.760962861355104,978.895438087036
406.32,-144.95,-6.0,484.0,350.0,979.2356306689413,-30.45912767917657,-38.456973344351695,979.2356306689413
340.78,39.24,-11.44,287.0,423.0,1016.8681000564351,-209.21249423121404,25.65736737155309,1016.8681000564351
338.93,-23.24,-10.81,351.0,422.0,1007.0185092950047,-149.50866411861702,24.673523386918166,1007.0185092950047
341.17,-82.18,-10.6,418.0,421.0,990.5718869744742,-88.38623933242508,23.39805292080968,990.5718869744742
341.75,-144.53,-9.67,485.0,420.0,984.5024782567417,-29.57755527509504,22.361083402691264,984.5024782567417
432.57,56.38,11.43,256.0,329.0,994.1333850703119,-232.22492820279658,-57.85913327490322,994.1333850703119
429.83,-1.25,11.57,320.0,327.0,994.1955532547421,-175.2845742724279,-59.52151465294145,994.1955532547421
430.95,-64.88,13.07,387.0,324.0,976.4040295163742,-114.18515032063834,-60.88910782995076,976.4040295163742
429.4,-123.27,12.74,455.0,322.0,974.4349271632867,-55.05549672423709,-62.468770538052866,974.4349271632867
368.32,56.66,8.42,257.0,398.0,993.629739182722,-231.13668173539926,3.065877629837601,993.629739182722
367.15,-3.25,8.77,322.0,396.0,983.9962342889263,-171.9088190062429,1.4423937350343259,983.9962342889263
366.77,-62.9,8.96,388.0,395.0,977.2815555159532,-113.3545657136981,0.41584962522783187,977.2815555159532
367.12,-123.73,8.87,457.0,393.0,969.8657833929847,-53.09308528811308,-1.0653356242684957,969.8657833929847
412.54,54.34,65.54,226.0,333.0,931.3025927755866,-242.66186863464912,-50.93539584632741,931.3025927755866
410.29,-1.37,64.29,293.0,331.0,925.2051736299171,-185.43738032908558,-52.31061218204026,925.2051736299171
412.36,-63.19,65.43,363.0,329.0,917.9197528010832,-126.90200795716159,-53.18341315816546,917.9197528010832
409.93,-124.55,66.2,435.0,327.0,917.3997924824995,-68.26378083507018,-54.73136313742962,917.3997924824995
342.63,66.55,61.59,226.0,405.0,936.4226298199394,-243.6958913872578,8.827155171862117,936.4226298199394
341.52,6.08,62.1,294.0,404.0,925.9221175413047,-184.90170870641865,8.022681537947978,925.9221175413047
340.92,-53.72,62.15,364.0,404.0,926.696060208101,-127.02072295081408,7.541421525336965,926.696060208101
345.72,-121.43,63.45,436.0,403.0,918.5487829389895,-67.49174656809399,6.868474419902974,918.5487829389895
378.33,68.41,24.67,233.0,377.0,973.2702653142389,-247.39669119539008,-15.142868693336906,973.2702653142389
378.3,8.62,24.74,298.0,375.0,974.6046703585473,-191.1260616461429,-16.85746105546464,974.6046703585473
377.76,-50.52,24.98,365.0,373.0,966.6169182037953,-131.6717786126932,-18.1856787604254,966.6169182037953
377.29,-112.5,25.72,434.0,371.0,948.757259443054,-71.23304344381246,-19.477923391789574,948.757259443054
313.95,70.92,21.36,234.0,447.0,990.7110670763416,-250.78798674760355,46.19076670112015,990.7110670763416
315.25,10.74,22.15,300.0,445.0,973.3596619132444,-189.18522727612466,43.56446828300622,973.3596619132444
317.87,-49.77,22.6,367.0,444.0,965.8888925449671,-130.07866920421688,42.48984481303954,965.8888925449671
312.57,-111.41,23.08,436.0,443.0,949.9249524937336,-69.45255949059958,40.90918772544207,949.9249524937336